"Event Date/Time","Agent Name","Hostname","Agent Type","IP Address","Event Type","Description","Severity","Event Priority","Disposition","Agent Version","OS Version","Event Count","Event Duration","Post Date/Time","Rule Name","User Name","Domain Name","Policy Overridden","Operation","Resource","Process","Process Publisher","Process Signature"
"11-May-2021 22:54:22 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KapiNlmCache","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:54:24 EDT","i.OV","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreatekey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\NcbService\NCB\KapiNlmCache","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"11-May-2021 22:53:37 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","Warning","45","Denied","6.5.0.470","Windows","2","     00:00:16","11-May-2021 22:54:18 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"11-May-2021 22:53:17 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:53:17 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"11-May-2021 22:53:02 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MSMPENG.EXE on C:\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates\mpengine.dll","Warning","45","Denied","6.5.0.470","Windows","3","","11-May-2021 22:53:17 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates\mpengine.dll","C:\PROGRAM FILES\WINDOWS DEFENDER\MSMPENG.EXE","","Microsoft Signed "
"11-May-2021 22:53:02 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MSMPENG.EXE on C:\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates\mpengine.dll","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:53:03 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates\mpengine.dll","C:\PROGRAM FILES\WINDOWS DEFENDER\MSMPENG.EXE","","Microsoft Signed "
"11-May-2021 22:52:46 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:52:47 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"11-May-2021 22:52:02 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Network Access","Outbound Connection Denied to 172.217.13.131:443 (https) from local address 192.168.66.38:49755","Warning","45","Denied","6.5.0.470","Windows","11","     00:00:07","11-May-2021 22:52:47 EDT",":i.SO","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","Connect","TCP","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:52:02 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Network Access","Outbound Connection Denied to 172.217.13.131:443 (https) from local address 192.168.66.38:49754","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:52:02 EDT",":i.SO","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","Connect","TCP","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:54 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for WMIAPSRV.EXE on C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","Warning","45","Denied","6.5.0.470","Windows","2","     00:00:00","11-May-2021 22:52:02 EDT","i.OC","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","C:\WINDOWS\SYSTEM32\WBEM\WMIAPSRV.EXE","","Microsoft OS Component"
"11-May-2021 22:51:54 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for WMIAPSRV.EXE on C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:51:54 EDT","i.OC","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\system32\wbem\Performance\WmiApRpl_new.ini","C:\WINDOWS\SYSTEM32\WBEM\WMIAPSRV.EXE","","Microsoft OS Component"
"11-May-2021 22:51:52 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Network Access","Outbound Connection Denied to 172.217.13.131:443 (https) from local address 192.168.66.38:49750","Warning","45","Denied","6.5.0.470","Windows","2","     00:00:00","11-May-2021 22:51:54 EDT",":i.SO","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","Connect","TCP","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:52 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Network Access","Outbound Connection Denied to 172.217.13.131:443 (https) from local address 192.168.66.38:49749","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:51:52 EDT",":i.SO","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","Connect","TCP","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:52 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Network Access","Outbound Connection Denied to 172.217.13.131:80 (http) from local address 192.168.66.38:49746","Warning","45","Denied","6.5.0.470","Windows","3","","11-May-2021 22:51:52 EDT",":i.SO","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","Connect","TCP","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:52 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Network Access","Outbound Connection Denied to 172.217.13.131:80 (http) from local address 192.168.66.38:49745","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:51:52 EDT",":i.SO","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","Connect","TCP","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:45 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:51:46 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"11-May-2021 22:51:36 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Network Access","Outbound Connection Denied to 172.217.13.131:443 (https) from local address 192.168.66.38:49732","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:51:36 EDT",":i.SO","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","Connect","TCP","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:36 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","2","     00:00:00","11-May-2021 22:51:36 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:36 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:51:36 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:36 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Network Access","Outbound Connection Denied to 172.217.13.131:443 (https) from local address 192.168.66.38:49733","Warning","45","Denied","6.5.0.470","Windows","10","     00:00:08","11-May-2021 22:51:46 EDT",":i.SO","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","Connect","TCP","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:35 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","11-May-2021 22:51:36 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:35 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (GOOGLEUPDATE.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:51:36 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:33 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for GOOGLEUPDATE.EXE on C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","Warning","45","Denied","6.5.0.470","Windows","33","     00:00:02","11-May-2021 22:51:36 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:33 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for GOOGLEUPDATE.EXE on C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:51:34 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:51:29 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:51:29 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"11-May-2021 22:50:51 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for GOOGLEUPDATE.EXE on C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","Warning","45","Denied","6.5.0.470","Windows","44","     00:00:19","11-May-2021 22:51:29 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:50:51 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for GOOGLEUPDATE.EXE on C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:50:51 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:50:50 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:50:51 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"11-May-2021 22:50:28 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for GOOGLEUPDATE.EXE on C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","Warning","45","Denied","6.5.0.470","Windows","14","     00:00:00","11-May-2021 22:50:51 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:50:28 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for GOOGLEUPDATE.EXE on C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:50:29 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:50:25 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:50:25 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"11-May-2021 22:50:21 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Network Access","Outbound Connection Denied to 172.217.13.131:443 (https) from local address 192.168.66.38:49687","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:50:23 EDT",":i.SO","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","Connect","TCP","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:50:10 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for GOOGLEUPDATE.EXE on C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","Warning","45","Denied","6.5.0.470","Windows","14","","11-May-2021 22:50:23 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:50:10 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for GOOGLEUPDATE.EXE on C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:50:10 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:49:54 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\SVCHOST.EXE).","Warning","45","Denied","6.5.0.470","Windows","82","     00:00:00","11-May-2021 22:50:10 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"11-May-2021 22:49:54 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Modification Denied for (WMIPRVSE.EXE) on (C:\WINDOWS\SYSTEM32\WINLOGON.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:49:54 EDT","","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\WINLOGON.EXE","C:\WINDOWS\SYSTEM32\WBEM\WMIPRVSE.EXE","","Microsoft OS Component"
"11-May-2021 22:49:53 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","Warning","45","Denied","6.5.0.470","Windows","1","     00:00:00","11-May-2021 22:49:54 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"11-May-2021 22:49:37 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:49:38 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"11-May-2021 22:49:21 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Registry Access","Registry Write Denied for SVCHOST.EXE on \REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:49:22 EDT","i.OV","NT AUTHORITY\LOCAL SERVICE","","Windows Service Process/Sub-Process","NtOpenKey","\REGISTRY\MACHINE\System\CurrentControlSet\Services\W32Time\Config","C:\WINDOWS\SYSTEM32\SVCHOST.EXE","","Microsoft OS Component"
"11-May-2021 22:49:11 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for GOOGLEUPDATE.EXE on C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","Warning","45","Denied","6.5.0.470","Windows","14","","11-May-2021 22:49:22 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:49:11 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for GOOGLEUPDATE.EXE on C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:49:11 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\Program Files (x86)\Google\Update\Download\{430FD4D0-B729-4F61-AA34-91526481799D}\1.3.36.82\GoogleUpdateSetup.exe","C:\PROGRAM FILES (X86)\GOOGLE\UPDATE\GOOGLEUPDATE.EXE","Google Inc","Signed and Trusted "
"11-May-2021 22:49:02 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Process Access","Process Limited Access Denied for (MSMPENG.EXE) on (C:\WINDOWS\SYSTEM32\LSASS.EXE).","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:49:03 EDT","Application data deny process access to lsass:i.AN;lsass","NT AUTHORITY\SYSTEM","","","OpenProcess","C:\WINDOWS\SYSTEM32\LSASS.EXE","C:\PROGRAM FILES\WINDOWS DEFENDER\MSMPENG.EXE","","Microsoft Signed "
"11-May-2021 22:49:02 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MPCMDRUN.EXE on C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Temp\mpam-f648d275.exe","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:49:03 EDT",":i.IE","NT AUTHORITY\NETWORK SERVICE","","Windows Service Process/Sub-Process","NtCreateFile","C:\Windows\ServiceProfiles\NetworkService\AppData\Local\Temp\mpam-f648d275.exe","C:\PROGRAM FILES\WINDOWS DEFENDER\MPCMDRUN.EXE","","Microsoft Signed "
"11-May-2021 22:49:01 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MSMPENG.EXE on C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{4BAF301A-75C2-4FC4-A107-96278BFF5B7A}\mpengine.dll","Warning","45","Denied","6.5.0.470","Windows","14","     00:00:00","11-May-2021 22:49:03 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{4BAF301A-75C2-4FC4-A107-96278BFF5B7A}\mpengine.dll","C:\PROGRAM FILES\WINDOWS DEFENDER\MSMPENG.EXE","","Microsoft Signed "
"11-May-2021 22:49:01 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","File Access","File Write Denied for MSMPENG.EXE on C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{4BAF301A-75C2-4FC4-A107-96278BFF5B7A}\mpengine.dll","Warning","45","Denied","6.5.0.470","Windows","1","","11-May-2021 22:49:03 EDT",":i.IE","NT AUTHORITY\SYSTEM","","Windows Service Process/Sub-Process","NtCreateFile","C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{4BAF301A-75C2-4FC4-A107-96278BFF5B7A}\mpengine.dll","C:\PROGRAM FILES\WINDOWS DEFENDER\MSMPENG.EXE","","Microsoft Signed "
"11-May-2021 22:48:50 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Agent Status","Successfully updated the policy to sym_win_hardened_sbp 112","Information","19","Success","6.5.0.470","Windows","1","","11-May-2021 22:49:32 EDT","","","","","Configuration Update","","UpdateThread","",""
"11-May-2021 22:47:32 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Detection Status","FWC_0033: File Collector configuration finalized: 0 watched files 2 watched log files. Total number of files is: 2. The File Collector files limit is: 25(k).","Information","0","","6.5.0.470","Windows","1","","11-May-2021 22:47:34 EDT","FWC_0033","","","","","","Filewatch Collector","",""
"11-May-2021 22:47:31 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Agent Status","Starting Symantec Data Center Security Server Service 6.5.0.470","Information","19","Success","6.5.0.470","Windows","1","","11-May-2021 22:47:34 EDT","","","","","Startup","","MainThread","",""
"11-May-2021 22:47:31 EDT","dcs_target_38","dcs_target_38","CSP Native Agent","192.168.66.38","Detection Status","IA_0023: Symantec IDS Service has started","Information","0","","6.5.0.470","Windows","1","","11-May-2021 22:47:34 EDT","IA_0023","","","","","","Main Module","",""
